Date,Day,Meal_Type,Headcount,Weather,Is_Exam,Is_Holiday,Food_Prepared,Food_Consumed
2022-12-29,Thursday,Lunch,438,Sunny,0,0,237.43,208.31
2022-12-29,Thursday,Dinner,410,Cold,0,0,235.78,206.69
2022-12-30,Friday,Breakfast,397,Sunny,0,0,108.49,100.67
2022-12-30,Friday,Lunch,386,Sunny,0,0,206.36,182.86
2022-12-30,Friday,Dinner,397,Sunny,0,0,202.97,181.83
2022-12-31,Saturday,Breakfast,194,Sunny,0,1,50.54,45.61
2022-12-31,Saturday,Lunch,184,Sunny,0,1,93.16,82.99
2022-12-31,Saturday,Dinner,214,Rainy,0,1,111.92,99.41
2023-01-01,Sunday,Breakfast,185,Sunny,0,1,53.26,46.93
2023-01-01,Sunday,Lunch,259,Sunny,0,1,134.56,127.27
2023-01-01,Sunday,Dinner,188,Sunny,0,1,99.64,88.08
2023-01-02,Monday,Breakfast,426,Sunny,0,0,136.45,116.0
2023-01-02,Monday,Lunch,402,Sunny,0,0,180.63,168.96
2023-01-02,Monday,Dinner,390,Sunny,0,0,204.29,185.09
2023-01-03,Tuesday,Breakfast,449,Sunny,0,0,131.06,122.33
2023-01-03,Tuesday,Lunch,408,Sunny,0,0,176.57,168.06
2023-01-03,Tuesday,Dinner,427,Sunny,0,0,235.58,209.69
2023-01-04,Wednesday,Breakfast,410,Sunny,0,0,106.72,99.13
2023-01-04,Wednesday,Lunch,389,Cold,0,0,206.97,178.53
2023-01-04,Wednesday,Dinner,403,Sunny,0,0,203.22,190.9
2023-01-05,Thursday,Breakfast,394,Rainy,0,0,115.47,102.0
2023-01-05,Thursday,Lunch,414,Cold,0,0,186.07,170.38
2023-01-05,Thursday,Dinner,406,Rainy,0,0,242.2,223.0
2023-01-06,Friday,Breakfast,441,Rainy,0,0,115.63,104.18
2023-01-06,Friday,Lunch,410,Cold,0,0,202.06,172.72
2023-01-06,Friday,Dinner,405,Rainy,0,0,226.51,199.26
2023-01-07,Saturday,Breakfast,254,Rainy,0,1,72.17,68.15
2023-01-07,Saturday,Lunch,242,Sunny,0,1,121.23,107.07
2023-01-07,Saturday,Dinner,216,Sunny,0,1,127.06,118.72
2023-01-08,Sunday,Breakfast,240,Sunny,0,1,59.7,55.6
2023-01-08,Sunday,Lunch,265,Rainy,0,1,154.59,128.96
2023-01-08,Sunday,Dinner,198,Sunny,0,1,114.9,102.35
2023-01-09,Monday,Breakfast,410,Sunny,0,0,118.66,104.42
2023-01-09,Monday,Lunch,393,Sunny,0,0,202.97,178.74
2023-01-09,Monday,Dinner,396,Rainy,0,0,197.7,179.2
2023-01-10,Tuesday,Breakfast,435,Sunny,0,0,119.53,103.56
2023-01-10,Tuesday,Lunch,420,Rainy,0,0,225.88,197.88
2023-01-10,Tuesday,Dinner,415,Sunny,0,0,219.9,197.6
2023-01-11,Wednesday,Breakfast,422,Sunny,0,0,106.18,101.03
2023-01-11,Wednesday,Lunch,415,Sunny,0,0,205.99,195.51
2023-01-11,Wednesday,Dinner,421,Cold,0,0,220.55,196.79
2023-01-12,Thursday,Breakfast,388,Sunny,0,0,108.87,97.98
2023-01-12,Thursday,Lunch,417,Rainy,0,0,185.66,176.25
2023-01-12,Thursday,Dinner,440,Sunny,0,0,270.29,237.19
2023-01-13,Friday,Breakfast,437,Sunny,0,0,136.16,114.71
2023-01-13,Friday,Lunch,421,Sunny,0,0,195.11,180.69
2023-01-13,Friday,Dinner,399,Sunny,0,0,229.57,201.7
2023-01-14,Saturday,Breakfast,218,Sunny,0,1,53.09,49.94
2023-01-14,Saturday,Lunch,195,Sunny,0,1,90.38,82.73
2023-01-14,Saturday,Dinner,216,Rainy,0,1,111.87,97.5
2023-01-15,Sunday,Breakfast,240,Rainy,0,1,68.65,65.19
2023-01-15,Sunday,Lunch,193,Rainy,0,1,97.73,86.13
2023-01-15,Sunday,Dinner,239,Sunny,0,1,155.72,129.82
2023-01-16,Monday,Breakfast,431,Sunny,0,0,122.58,115.93
2023-01-16,Monday,Lunch,398,Rainy,0,0,184.53,170.37
2023-01-16,Monday,Dinner,391,Rainy,0,0,225.07,195.5
2023-01-17,Tuesday,Breakfast,398,Rainy,0,0,114.81,104.67
2023-01-17,Tuesday,Lunch,410,Sunny,0,0,231.76,202.09
2023-01-17,Tuesday,Dinner,445,Sunny,0,0,273.79,235.04
2023-01-18,Wednesday,Breakfast,429,Cold,0,0,112.28,104.97
2023-01-18,Wednesday,Lunch,427,Rainy,0,0,210.83,195.03
2023-01-18,Wednesday,Dinner,416,Sunny,0,0,235.07,204.98
2023-01-19,Thursday,Breakfast,432,Sunny,0,0,115.54,105.96
2023-01-19,Thursday,Lunch,395,Rainy,0,0,212.59,192.3
2023-01-19,Thursday,Dinner,433,Rainy,0,0,249.41,231.49
2023-01-20,Friday,Breakfast,447,Sunny,0,0,114.58,108.16
2023-01-20,Friday,Lunch,415,Sunny,0,0,194.66,177.36
2023-01-20,Friday,Dinner,437,Rainy,0,0,247.4,209.87
2023-01-21,Saturday,Breakfast,257,Rainy,0,1,68.88,59.71
2023-01-21,Saturday,Lunch,265,Sunny,0,1,129.64,115.23
2023-01-21,Saturday,Dinner,238,Sunny,0,1,120.59,109.95
2023-01-22,Sunday,Breakfast,252,Rainy,0,1,69.7,58.43
2023-01-22,Sunday,Lunch,209,Sunny,0,1,115.76,98.79
2023-01-22,Sunday,Dinner,265,Sunny,0,1,151.9,142.0
2023-01-23,Monday,Breakfast,430,Rainy,0,0,121.1,111.32
2023-01-23,Monday,Lunch,441,Sunny,0,0,209.22,180.73
2023-01-23,Monday,Dinner,414,Rainy,0,0,217.38,202.17
2023-01-24,Tuesday,Breakfast,438,Sunny,0,0,118.92,102.69
2023-01-24,Tuesday,Lunch,417,Sunny,0,0,218.63,186.18
2023-01-24,Tuesday,Dinner,438,Rainy,0,0,237.19,201.72
2023-01-25,Wednesday,Breakfast,427,Sunny,0,0,122.7,103.82
2023-01-25,Wednesday,Lunch,431,Sunny,0,0,225.2,190.37
2023-01-25,Wednesday,Dinner,385,Cold,0,0,228.25,199.4
2023-01-26,Thursday,Breakfast,400,Sunny,0,0,119.15,108.84
2023-01-26,Thursday,Lunch,434,Sunny,0,0,190.56,181.21
2023-01-26,Thursday,Dinner,419,Cold,0,0,225.15,204.02
2023-01-27,Friday,Breakfast,405,Sunny,0,0,118.26,100.05
2023-01-27,Friday,Lunch,416,Sunny,0,0,207.94,173.66
2023-01-27,Friday,Dinner,399,Sunny,0,0,234.71,206.01
2023-01-28,Saturday,Breakfast,217,Sunny,0,1,61.89,57.34
2023-01-28,Saturday,Lunch,253,Sunny,0,1,125.29,112.0
2023-01-28,Saturday,Dinner,203,Rainy,0,1,111.75,101.76
2023-01-29,Sunday,Breakfast,233,Cold,0,1,68.32,57.5
2023-01-29,Sunday,Lunch,211,Sunny,0,1,99.41,89.33
2023-01-29,Sunday,Dinner,199,Sunny,0,1,126.79,107.76
2023-01-30,Monday,Breakfast,432,Sunny,0,0,105.8,99.8
2023-01-30,Monday,Lunch,431,Cold,0,0,204.24,191.26
2023-01-30,Monday,Dinner,417,Sunny,0,0,232.39,203.28
2023-01-31,Tuesday,Breakfast,431,Sunny,0,0,117.2,97.74
2023-01-31,Tuesday,Lunch,398,Sunny,0,0,177.37,167.99
2023-01-31,Tuesday,Dinner,408,Rainy,0,0,220.56,197.52
2023-02-01,Wednesday,Breakfast,428,Sunny,0,0,135.37,114.73
2023-02-01,Wednesday,Lunch,383,Rainy,0,0,204.91,171.0
2023-02-01,Wednesday,Dinner,415,Cold,0,0,237.09,218.06
2023-02-02,Thursday,Breakfast,418,Cold,0,0,119.2,111.97
2023-02-02,Thursday,Lunch,430,Sunny,0,0,193.7,174.42
2023-02-02,Thursday,Dinner,398,Rainy,0,0,226.05,192.53
2023-02-03,Friday,Breakfast,382,Sunny,0,0,98.26,90.56
2023-02-03,Friday,Lunch,387,Sunny,0,0,192.58,176.08
2023-02-03,Friday,Dinner,410,Sunny,0,0,261.36,220.41
2023-02-04,Saturday,Breakfast,224,Sunny,0,1,61.56,51.6
2023-02-04,Saturday,Lunch,185,Sunny,0,1,87.72,79.89
2023-02-04,Saturday,Dinner,194,Rainy,0,1,102.7,89.68
2023-02-05,Sunday,Breakfast,191,Sunny,0,1,55.72,51.66
2023-02-05,Sunday,Lunch,253,Sunny,0,1,124.39,104.24
2023-02-05,Sunday,Dinner,202,Rainy,0,1,111.11,94.31
2023-02-06,Monday,Breakfast,383,Sunny,0,0,120.11,100.91
2023-02-06,Monday,Lunch,443,Rainy,0,0,231.99,214.83
2023-02-06,Monday,Dinner,401,Sunny,0,0,216.89,195.57
2023-02-07,Tuesday,Breakfast,419,Sunny,0,0,116.93,108.76
2023-02-07,Tuesday,Lunch,403,Sunny,0,0,223.01,192.1
2023-02-07,Tuesday,Dinner,426,Sunny,0,0,228.57,215.0
2023-02-08,Wednesday,Breakfast,407,Sunny,0,0,100.81,92.39
2023-02-08,Wednesday,Lunch,447,Cold,0,0,206.23,195.21
2023-02-08,Wednesday,Dinner,394,Sunny,0,0,229.92,214.64
2023-02-09,Thursday,Breakfast,434,Sunny,0,0,131.7,118.94
2023-02-09,Thursday,Lunch,434,Sunny,0,0,216.07,200.29
2023-02-09,Thursday,Dinner,392,Cold,0,0,251.26,212.37
2023-02-10,Friday,Breakfast,424,Rainy,0,0,106.57,96.86
2023-02-10,Friday,Lunch,403,Sunny,0,0,188.86,176.13
2023-02-10,Friday,Dinner,422,Rainy,0,0,220.42,206.03
2023-02-11,Saturday,Breakfast,197,Sunny,0,1,54.2,47.28
2023-02-11,Saturday,Lunch,234,Sunny,0,1,120.18,102.4
2023-02-11,Saturday,Dinner,198,Sunny,0,1,113.04,104.96
2023-02-12,Sunday,Breakfast,189,Rainy,0,1,52.75,45.77
2023-02-12,Sunday,Lunch,182,Sunny,0,1,83.49,78.89
2023-02-12,Sunday,Dinner,234,Sunny,0,1,121.45,114.35
2023-02-13,Monday,Breakfast,392,Sunny,0,0,106.75,89.96
2023-02-13,Monday,Lunch,382,Sunny,0,0,174.23,158.95
2023-02-13,Monday,Dinner,445,Sunny,0,0,262.9,243.23
2023-02-14,Tuesday,Breakfast,432,Sunny,0,0,131.78,116.3
2023-02-14,Tuesday,Lunch,418,Sunny,0,0,208.45,175.54
2023-02-14,Tuesday,Dinner,404,Sunny,0,0,233.92,212.5
2023-02-15,Wednesday,Breakfast,446,Rainy,0,0,134.37,113.67
2023-02-15,Wednesday,Lunch,385,Sunny,0,0,186.5,172.04
2023-02-15,Wednesday,Dinner,432,Cold,0,0,234.26,212.71
2023-02-16,Thursday,Breakfast,447,Sunny,0,0,122.97,111.51
2023-02-16,Thursday,Lunch,443,Sunny,0,0,245.84,209.8
2023-02-16,Thursday,Dinner,405,Sunny,0,0,239.24,216.61
2023-02-17,Friday,Breakfast,436,Cold,0,0,129.7,111.69
2023-02-17,Friday,Lunch,436,Rainy,0,0,203.16,192.08
2023-02-17,Friday,Dinner,409,Sunny,0,0,235.34,202.47
2023-02-18,Saturday,Breakfast,212,Sunny,0,1,57.75,49.68
2023-02-18,Saturday,Lunch,229,Sunny,0,1,114.79,98.76
2023-02-18,Saturday,Dinner,223,Sunny,0,1,141.09,121.92
2023-02-19,Sunday,Breakfast,266,Sunny,0,1,78.39,66.17
2023-02-19,Sunday,Lunch,227,Rainy,0,1,108.45,97.09
2023-02-19,Sunday,Dinner,191,Sunny,0,1,90.77,85.97
2023-02-20,Monday,Breakfast,448,Sunny,0,0,136.0,115.66
2023-02-20,Monday,Lunch,419,Sunny,0,0,224.76,197.15
2023-02-20,Monday,Dinner,431,Rainy,0,0,268.09,235.99
2023-02-21,Tuesday,Breakfast,405,Sunny,0,0,109.59,92.51
2023-02-21,Tuesday,Lunch,390,Sunny,0,0,212.63,186.58
2023-02-21,Tuesday,Dinner,409,Sunny,0,0,241.12,219.0
2023-02-22,Wednesday,Breakfast,441,Sunny,0,0,136.96,116.35
2023-02-22,Wednesday,Lunch,394,Sunny,0,0,191.25,165.44
2023-02-22,Wednesday,Dinner,418,Sunny,0,0,212.36,196.31
2023-02-23,Thursday,Breakfast,385,Sunny,0,0,114.8,97.4
2023-02-23,Thursday,Lunch,427,Sunny,0,0,242.65,209.56
2023-02-23,Thursday,Dinner,445,Sunny,0,0,224.04,211.77
2023-02-24,Friday,Breakfast,431,Sunny,0,0,116.94,103.5
2023-02-24,Friday,Lunch,420,Sunny,0,0,195.25,176.38
2023-02-24,Friday,Dinner,424,Cold,0,0,263.41,221.65
2023-02-25,Saturday,Breakfast,248,Sunny,0,1,66.91,58.18
2023-02-25,Saturday,Lunch,236,Sunny,0,1,119.68,105.98
2023-02-25,Saturday,Dinner,210,Sunny,0,1,115.5,98.65
2023-02-26,Sunday,Breakfast,196,Sunny,0,1,55.58,48.38
2023-02-26,Sunday,Lunch,219,Sunny,0,1,109.87,99.7
2023-02-26,Sunday,Dinner,263,Cold,0,1,144.61,131.56
2023-02-27,Monday,Breakfast,432,Sunny,0,0,118.25,107.46
2023-02-27,Monday,Lunch,444,Sunny,0,0,234.44,201.91
2023-02-27,Monday,Dinner,415,Sunny,0,0,256.11,227.11
2023-02-28,Tuesday,Breakfast,423,Sunny,0,0,117.45,105.4
2023-02-28,Tuesday,Lunch,387,Sunny,0,0,201.88,185.9
2023-02-28,Tuesday,Dinner,395,Sunny,0,0,220.46,208.12
2023-03-01,Wednesday,Breakfast,421,Sunny,0,0,101.02,95.49
2023-03-01,Wednesday,Lunch,438,Sunny,0,0,199.9,179.17
2023-03-01,Wednesday,Dinner,439,Sunny,0,0,228.16,216.06
2023-03-02,Thursday,Breakfast,412,Sunny,0,0,114.89,104.46
2023-03-02,Thursday,Lunch,403,Sunny,0,0,187.98,176.52
2023-03-02,Thursday,Dinner,434,Cold,0,0,280.08,237.4
2023-03-03,Friday,Breakfast,423,Rainy,0,0,115.85,101.21
2023-03-03,Friday,Lunch,413,Sunny,0,0,213.47,195.43
2023-03-03,Friday,Dinner,403,Cold,0,0,206.18,183.62
2023-03-04,Saturday,Breakfast,262,Sunny,0,1,71.89,66.11
2023-03-04,Saturday,Lunch,210,Rainy,0,1,107.78,95.62
2023-03-04,Saturday,Dinner,188,Sunny,0,1,113.66,102.72
2023-03-05,Sunday,Breakfast,234,Sunny,0,1,72.15,60.64
2023-03-05,Sunday,Lunch,231,Sunny,0,1,123.08,105.65
2023-03-05,Sunday,Dinner,216,Rainy,0,1,131.77,111.21
2023-03-06,Monday,Breakfast,424,Sunny,0,0,110.16,101.97
2023-03-06,Monday,Lunch,443,Rainy,0,0,226.02,206.38
2023-03-06,Monday,Dinner,394,Rainy,0,0,212.42,195.98
2023-03-07,Tuesday,Breakfast,424,Sunny,0,0,114.62,102.31
2023-03-07,Tuesday,Lunch,392,Cold,0,0,177.7,166.14
2023-03-07,Tuesday,Dinner,396,Rainy,0,0,221.35,195.05
2023-03-08,Wednesday,Breakfast,383,Sunny,0,0,111.05,94.71
2023-03-08,Wednesday,Lunch,442,Sunny,0,0,237.91,200.43
2023-03-08,Wednesday,Dinner,408,Rainy,0,0,225.03,189.05
2023-03-09,Thursday,Breakfast,433,Cold,0,0,123.78,112.07
2023-03-09,Thursday,Lunch,445,Sunny,0,0,223.55,193.53
2023-03-09,Thursday,Dinner,434,Cold,0,0,238.84,204.19
2023-03-10,Friday,Breakfast,432,Sunny,0,0,115.32,105.56
2023-03-10,Friday,Lunch,403,Cold,0,0,215.94,186.53
2023-03-10,Friday,Dinner,448,Sunny,0,0,264.88,237.52
2023-03-11,Saturday,Breakfast,258,Sunny,0,1,76.1,70.28
2023-03-11,Saturday,Lunch,209,Rainy,0,1,105.05,92.05
2023-03-11,Saturday,Dinner,220,Rainy,0,1,110.13,104.02
2023-03-12,Sunday,Breakfast,206,Sunny,0,1,53.04,48.08
2023-03-12,Sunday,Lunch,215,Sunny,0,1,116.33,98.36
2023-03-12,Sunday,Dinner,193,Sunny,0,1,110.93,99.68
2023-03-13,Monday,Breakfast,429,Sunny,0,0,112.84,107.35
2023-03-13,Monday,Lunch,429,Sunny,0,0,193.67,175.23
2023-03-13,Monday,Dinner,448,Sunny,0,0,265.88,224.09
2023-03-14,Tuesday,Breakfast,430,Sunny,0,0,134.36,113.9
2023-03-14,Tuesday,Lunch,413,Sunny,0,0,217.03,181.61
2023-03-14,Tuesday,Dinner,429,Sunny,0,0,258.16,230.07
2023-03-15,Wednesday,Breakfast,387,Sunny,0,0,112.44,95.15
2023-03-15,Wednesday,Lunch,396,Rainy,0,0,190.75,180.26
2023-03-15,Wednesday,Dinner,448,Sunny,0,0,240.47,214.63
2023-03-16,Thursday,Breakfast,440,Sunny,0,0,110.4,103.24
2023-03-16,Thursday,Lunch,402,Rainy,0,0,195.0,179.87
2023-03-16,Thursday,Dinner,393,Sunny,0,0,235.48,213.79
2023-03-17,Friday,Breakfast,449,Sunny,0,0,124.34,105.05
2023-03-17,Friday,Lunch,413,Rainy,0,0,215.56,203.83
2023-03-17,Friday,Dinner,389,Rainy,0,0,200.45,186.01
2023-03-18,Saturday,Breakfast,183,Sunny,0,1,51.65,48.26
2023-03-18,Saturday,Lunch,222,Sunny,0,1,103.79,98.47
2023-03-18,Saturday,Dinner,250,Sunny,0,1,155.75,131.55
2023-03-19,Sunday,Breakfast,218,Sunny,0,1,60.13,54.25
2023-03-19,Sunday,Lunch,259,Rainy,0,1,128.76,112.72
2023-03-19,Sunday,Dinner,263,Cold,0,1,147.28,131.74
2023-03-20,Monday,Breakfast,401,Cold,0,0,105.84,93.09
2023-03-20,Monday,Lunch,401,Sunny,0,0,212.39,177.02
2023-03-20,Monday,Dinner,386,Sunny,0,0,189.83,176.89
2023-03-21,Tuesday,Breakfast,412,Sunny,0,0,107.58,98.03
2023-03-21,Tuesday,Lunch,388,Sunny,0,0,227.48,190.89
2023-03-21,Tuesday,Dinner,405,Sunny,0,0,230.25,219.09
2023-03-22,Wednesday,Breakfast,437,Cold,0,0,107.77,100.32
2023-03-22,Wednesday,Lunch,447,Sunny,0,0,197.71,181.61
2023-03-22,Wednesday,Dinner,412,Sunny,0,0,258.58,215.61
2023-03-23,Thursday,Breakfast,401,Sunny,0,0,112.11,100.92
2023-03-23,Thursday,Lunch,393,Cold,0,0,212.97,189.35
2023-03-23,Thursday,Dinner,423,Sunny,0,0,246.26,213.35
2023-03-24,Friday,Breakfast,417,Cold,0,0,117.83,106.57
2023-03-24,Friday,Lunch,434,Sunny,0,0,210.26,190.79
2023-03-24,Friday,Dinner,411,Rainy,0,0,239.49,204.85
2023-03-25,Saturday,Breakfast,231,Sunny,0,1,66.59,61.33
2023-03-25,Saturday,Lunch,200,Sunny,0,1,90.1,85.7
2023-03-25,Saturday,Dinner,238,Sunny,0,1,140.66,117.7
2023-03-26,Sunday,Breakfast,231,Rainy,0,1,60.85,53.59
2023-03-26,Sunday,Lunch,258,Sunny,0,1,133.98,121.16
2023-03-26,Sunday,Dinner,188,Sunny,0,1,108.59,92.02
2023-03-27,Monday,Breakfast,398,Cold,0,0,118.09,108.62
2023-03-27,Monday,Lunch,405,Rainy,0,0,222.48,199.26
2023-03-27,Monday,Dinner,404,Sunny,0,0,228.67,209.59
2023-03-28,Tuesday,Breakfast,432,Sunny,0,0,108.87,98.26
2023-03-28,Tuesday,Lunch,406,Sunny,0,0,200.26,182.37
2023-03-28,Tuesday,Dinner,395,Sunny,0,0,240.41,216.26
2023-03-29,Wednesday,Breakfast,412,Sunny,0,0,122.7,112.96
2023-03-29,Wednesday,Lunch,428,Rainy,0,0,209.18,196.73
2023-03-29,Wednesday,Dinner,428,Sunny,0,0,253.21,218.11
2023-03-30,Thursday,Breakfast,396,Rainy,0,0,105.54,89.7
2023-03-30,Thursday,Lunch,413,Sunny,0,0,205.48,172.24
2023-03-30,Thursday,Dinner,387,Sunny,0,0,214.44,187.61
2023-03-31,Friday,Breakfast,419,Sunny,0,0,108.95,100.34
2023-03-31,Friday,Lunch,396,Sunny,0,0,200.79,185.47
2023-03-31,Friday,Dinner,407,Sunny,0,0,265.95,222.89
2023-04-01,Saturday,Breakfast,277,Sunny,1,1,69.44,63.27
2023-04-01,Saturday,Lunch,224,Sunny,1,1,125.42,106.4
2023-04-01,Saturday,Dinner,281,Sunny,1,1,159.89,145.76
2023-04-02,Sunday,Breakfast,203,Rainy,1,1,50.87,45.77
2023-04-02,Sunday,Lunch,229,Sunny,1,1,118.92,108.54
2023-04-02,Sunday,Dinner,278,Sunny,1,1,159.38,137.51
2023-04-03,Monday,Breakfast,471,Cold,1,0,127.9,111.28
2023-04-03,Monday,Lunch,465,Cold,1,0,226.59,194.87
2023-04-03,Monday,Dinner,462,Sunny,1,0,252.82,229.82
2023-04-04,Tuesday,Breakfast,463,Rainy,1,0,134.34,117.35
2023-04-04,Tuesday,Lunch,458,Sunny,1,0,219.24,195.09
2023-04-04,Tuesday,Dinner,443,Sunny,1,0,243.5,221.68
2023-04-05,Wednesday,Breakfast,438,Sunny,1,0,120.66,101.47
2023-04-05,Wednesday,Lunch,485,Rainy,1,0,234.51,201.06
2023-04-05,Wednesday,Dinner,480,Rainy,1,0,253.93,221.47
2023-04-06,Thursday,Breakfast,481,Sunny,1,0,138.47,123.77
2023-04-06,Thursday,Lunch,459,Sunny,1,0,225.5,212.29
2023-04-06,Thursday,Dinner,452,Sunny,1,0,244.02,228.05
2023-04-07,Friday,Breakfast,471,Rainy,1,0,117.03,109.82
2023-04-07,Friday,Lunch,431,Rainy,1,0,218.46,195.04
2023-04-07,Friday,Dinner,427,Sunny,1,0,269.14,229.21
2023-04-08,Saturday,Breakfast,259,Sunny,1,1,63.16,59.73
2023-04-08,Saturday,Lunch,223,Sunny,1,1,105.82,95.53
2023-04-08,Saturday,Dinner,290,Sunny,1,1,178.93,154.71
2023-04-09,Sunday,Breakfast,209,Rainy,1,1,57.18,49.9
2023-04-09,Sunday,Lunch,231,Cold,1,1,108.13,99.03
2023-04-09,Sunday,Dinner,289,Sunny,1,1,174.03,150.18
2023-04-10,Monday,Breakfast,481,Cold,1,0,139.56,131.69
2023-04-10,Monday,Lunch,480,Sunny,1,0,237.77,222.37
2023-04-10,Monday,Dinner,468,Cold,1,0,282.62,253.27
2023-04-11,Tuesday,Breakfast,423,Sunny,1,0,130.14,112.65
2023-04-11,Tuesday,Lunch,454,Sunny,1,0,225.54,201.31
2023-04-11,Tuesday,Dinner,489,Sunny,1,0,265.59,235.29
2023-04-12,Wednesday,Breakfast,424,Cold,1,0,115.57,103.03
2023-04-12,Wednesday,Lunch,446,Sunny,1,0,239.8,207.21
2023-04-12,Wednesday,Dinner,440,Sunny,1,0,233.7,203.51
2023-04-13,Thursday,Breakfast,423,Sunny,1,0,134.42,113.57
2023-04-13,Thursday,Lunch,453,Sunny,1,0,214.7,186.6
2023-04-13,Thursday,Dinner,480,Sunny,1,0,277.75,236.22
2023-04-14,Friday,Breakfast,485,Sunny,1,0,132.14,122.48
2023-04-14,Friday,Lunch,427,Cold,1,0,238.0,204.47
2023-04-14,Friday,Dinner,423,Rainy,1,0,230.05,208.88
2023-04-15,Saturday,Breakfast,251,Sunny,1,1,75.03,65.97
2023-04-15,Saturday,Lunch,215,Sunny,1,1,95.95,90.64
2023-04-15,Saturday,Dinner,255,Rainy,1,1,121.81,115.2
2023-04-16,Sunday,Breakfast,254,Rainy,1,1,67.58,61.3
2023-04-16,Sunday,Lunch,256,Sunny,1,1,121.01,104.29
2023-04-16,Sunday,Dinner,259,Sunny,1,1,156.3,135.76
2023-04-17,Monday,Breakfast,435,Sunny,1,0,107.61,100.62
2023-04-17,Monday,Lunch,470,Rainy,1,0,264.4,231.07
2023-04-17,Monday,Dinner,433,Sunny,1,0,261.52,230.05
2023-04-18,Tuesday,Breakfast,466,Rainy,1,0,142.48,121.24
2023-04-18,Tuesday,Lunch,424,Rainy,1,0,223.16,204.19
2023-04-18,Tuesday,Dinner,467,Sunny,1,0,268.91,254.89
2023-04-19,Wednesday,Breakfast,463,Sunny,1,0,129.88,120.66
2023-04-19,Wednesday,Lunch,437,Sunny,1,0,230.38,212.97
2023-04-19,Wednesday,Dinner,431,Rainy,1,0,255.78,215.53
2023-04-20,Thursday,Breakfast,431,Sunny,1,0,109.49,101.99
2023-04-20,Thursday,Lunch,470,Sunny,1,0,243.71,222.28
2023-04-20,Thursday,Dinner,453,Sunny,1,0,271.74,248.43
2023-04-21,Friday,Breakfast,442,Sunny,1,0,121.76,111.93
2023-04-21,Friday,Lunch,488,Sunny,1,0,252.51,236.98
2023-04-21,Friday,Dinner,468,Cold,1,0,261.16,218.5
2023-04-22,Saturday,Breakfast,242,Cold,1,1,68.61,62.64
2023-04-22,Saturday,Lunch,215,Sunny,1,1,95.23,88.87
2023-04-22,Saturday,Dinner,207,Sunny,1,1,117.43,109.62
2023-04-23,Sunday,Breakfast,210,Sunny,1,1,52.51,49.32
2023-04-23,Sunday,Lunch,214,Cold,1,1,113.06,102.49
2023-04-23,Sunday,Dinner,262,Sunny,1,1,156.31,135.64
2023-04-24,Monday,Breakfast,466,Sunny,1,0,118.28,105.76
2023-04-24,Monday,Lunch,486,Sunny,1,0,279.59,233.24
2023-04-24,Monday,Dinner,432,Sunny,1,0,267.56,223.53
2023-04-25,Tuesday,Breakfast,493,Sunny,1,0,136.78,116.93
2023-04-25,Tuesday,Lunch,427,Rainy,1,0,230.24,207.91
2023-04-25,Tuesday,Dinner,467,Sunny,1,0,252.85,230.59
2023-04-26,Wednesday,Breakfast,476,Cold,1,0,139.36,129.49
2023-04-26,Wednesday,Lunch,485,Rainy,1,0,219.93,207.46
2023-04-26,Wednesday,Dinner,440,Cold,1,0,261.58,225.86
2023-04-27,Thursday,Breakfast,438,Rainy,1,0,109.71,99.17
2023-04-27,Thursday,Lunch,466,Sunny,1,0,242.28,223.25
2023-04-27,Thursday,Dinner,468,Sunny,1,0,254.26,238.49
2023-04-28,Friday,Breakfast,421,Cold,1,0,117.76,100.4
2023-04-28,Friday,Lunch,493,Sunny,1,0,243.02,211.43
2023-04-28,Friday,Dinner,491,Cold,1,0,287.22,245.64
2023-04-29,Saturday,Breakfast,211,Cold,1,1,61.95,57.65
2023-04-29,Saturday,Lunch,226,Sunny,1,1,113.79,97.06
2023-04-29,Saturday,Dinner,235,Sunny,1,1,136.23,113.79
2023-04-30,Sunday,Breakfast,259,Sunny,1,1,72.39,60.43
2023-04-30,Sunday,Lunch,278,Sunny,1,1,121.03,114.34
2023-04-30,Sunday,Dinner,209,Sunny,1,1,127.59,113.46
2023-05-01,Monday,Breakfast,439,Sunny,0,0,132.6,114.33
2023-05-01,Monday,Lunch,394,Sunny,0,0,193.21,182.17
2023-05-01,Monday,Dinner,406,Sunny,0,0,250.19,223.15
2023-05-02,Tuesday,Breakfast,437,Sunny,0,0,131.85,115.73
2023-05-02,Tuesday,Lunch,442,Sunny,0,0,232.39,203.05
2023-05-02,Tuesday,Dinner,410,Sunny,0,0,198.23,188.34
2023-05-03,Wednesday,Breakfast,441,Sunny,0,0,120.55,103.89
2023-05-03,Wednesday,Lunch,404,Sunny,0,0,202.41,169.53
2023-05-03,Wednesday,Dinner,439,Rainy,0,0,250.81,215.41
2023-05-04,Thursday,Breakfast,392,Sunny,0,0,100.81,88.59
2023-05-04,Thursday,Lunch,413,Sunny,0,0,186.54,167.54
2023-05-04,Thursday,Dinner,430,Sunny,0,0,244.1,224.99
2023-05-05,Friday,Breakfast,437,Sunny,0,0,111.73,102.93
2023-05-05,Friday,Lunch,424,Rainy,0,0,204.23,187.58
2023-05-05,Friday,Dinner,441,Sunny,0,0,245.09,218.21
2023-05-06,Saturday,Breakfast,198,Sunny,0,1,57.69,48.1
2023-05-06,Saturday,Lunch,223,Sunny,0,1,120.73,101.67
